,1_early,1_late,2_early,2_late,3_early,3_late,4_early,4_late,5_early,5_late,6_early,6_late
0.63,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.64,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.65,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.66,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.67,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.68,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.69,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.7,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.71,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.72,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.73,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.74,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.75,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.76,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.77,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.78,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.79,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.8,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.81,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.82,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.83,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.84,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.85,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.86,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.87,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.88,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.89,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.9,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.91,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.92,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.93,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.94,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.95,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.96,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.97,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.98,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
0.99,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
